app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7119	ics-protocols	1	tcp	192.168.1.99	192.168.1.50
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7120	ics-protocols	1	tcp	192.168.1.99	192.168.1.40
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7121	ics-protocols	1	tcp	192.168.1.99	192.168.1.20
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7122	ics-protocols	1	tcp	192.168.1.99	192.168.1.60
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7123	ics-protocols	1	tcp	192.168.1.99	192.168.1.10
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7125	ics-protocols	1	tcp	192.168.1.99	192.168.1.50
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7126	ics-protocols	1	tcp	192.168.1.99	192.168.1.40
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7127	ics-protocols	1	tcp	192.168.1.99	192.168.1.20
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7128	ics-protocols	1	tcp	192.168.1.99	192.168.1.60
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7129	ics-protocols	1	tcp	192.168.1.99	192.168.1.10
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7130	ics-protocols	1	tcp	192.168.1.99	192.168.1.50
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7133	ics-protocols	1	tcp	192.168.1.99	192.168.1.40
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7134	ics-protocols	1	tcp	192.168.1.99	192.168.1.20
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7136	ics-protocols	1	tcp	192.168.1.99	192.168.1.60
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7137	ics-protocols	1	tcp	192.168.1.99	192.168.1.10
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7138	ics-protocols	1	tcp	192.168.1.99	192.168.1.50
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7139	ics-protocols	1	tcp	192.168.1.99	192.168.1.40
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7140	ics-protocols	1	tcp	192.168.1.99	192.168.1.20
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7141	ics-protocols	1	tcp	192.168.1.99	192.168.1.60
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7142	ics-protocols	1	tcp	192.168.1.99	192.168.1.10
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7143	ics-protocols	1	tcp	192.168.1.99	192.168.1.50
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7144	ics-protocols	1	tcp	192.168.1.99	192.168.1.40
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7145	ics-protocols	1	tcp	192.168.1.99	192.168.1.20
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7146	ics-protocols	1	tcp	192.168.1.99	192.168.1.60
cip-ethernet-ip-read-mod-write	cip-ethernet-ip	7147	ics-protocols	1	tcp	192.168.1.99	192.168.1.10
cip-ethernet-ip-base	cip-ethernet-ip	7118	ics-protocols	1	udp	192.168.1.10	192.168.1.40
cip-ethernet-ip-base	cip-ethernet-ip	7117	ics-protocols	1	udp	192.168.1.10	192.168.1.30
cip-ethernet-ip-base	cip-ethernet-ip	7116	ics-protocols	1	udp	192.168.1.30	192.168.1.60
cip-ethernet-ip-base	cip-ethernet-ip	7115	ics-protocols	1	udp	192.168.1.10	192.168.1.50
cip-ethernet-ip-base	cip-ethernet-ip	7114	ics-protocols	1	udp	192.168.1.10	192.168.1.20
cip-ethernet-ip-base	cip-ethernet-ip	7113	ics-protocols	1	udp	192.168.1.60	192.168.1.10
cip-ethernet-ip-base	cip-ethernet-ip	7111	ics-protocols	1	udp	192.168.1.50	192.168.1.40
cip-ethernet-ip-base	cip-ethernet-ip	7110	ics-protocols	1	udp	192.168.1.30	192.168.1.40
cip-ethernet-ip-base	cip-ethernet-ip	7109	ics-protocols	1	udp	192.168.1.20	192.168.1.50
cip-ethernet-ip-base	cip-ethernet-ip	7108	ics-protocols	1	udp	192.168.1.30	192.168.1.20
cip-ethernet-ip-base	cip-ethernet-ip	7107	ics-protocols	1	udp	192.168.1.60	192.168.1.20
cip-ethernet-ip-base	cip-ethernet-ip	7112	ics-protocols	1	udp	192.168.1.20	192.168.1.40
