app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
modbus-read-holding-registers	modbus	448138	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447601	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
incomplete		446349	unknown	1	tcp	84.3.251.101	84.3.251.18
incomplete		445516	unknown	1	tcp	84.3.251.101	84.3.251.18
ping		447037	internet-utility	2	icmp	84.3.251.101	84.3.251.18
incomplete		447593	unknown	1	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446539	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446703	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446953	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	450922	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448027	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449608	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	446412	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	445498	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448043	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	449523	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447496	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447745	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	448498	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448216	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	449514	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446955	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447687	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447839	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	450335	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	445599	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446897	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	448097	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446359	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447082	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446796	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446672	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447048	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446945	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446406	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	446948	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448208	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	445594	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447823	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	446658	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448134	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446914	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448240	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446958	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447698	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447782	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448006	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446456	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448292	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447279	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447715	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	445891	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447889	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446612	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448019	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447042	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447944	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	448028	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447619	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446912	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449119	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446578	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447997	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447073	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448170	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448557	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448251	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447535	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	448265	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	445958	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447412	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448221	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447703	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448331	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449748	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	448480	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446443	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447542	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	448450	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447716	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448192	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	448138	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449761	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449732	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	449783	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449059	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447776	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	449563	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449183	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448620	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447601	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448607	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449379	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447592	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447522	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	448061	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449730	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448062	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	449513	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	446006	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449633	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	448249	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448012	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	449611	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	449519	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448131	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447524	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	448165	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	448846	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447726	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	446387	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	445482	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-coils	modbus	447575	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447041	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
modbus-read-holding-registers	modbus	447930	ics-protocols	2	tcp	84.3.251.101	84.3.251.18
