app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
incomplete		446637	unknown	1	tcp	84.3.251.103	84.3.251.102
incomplete		445513	unknown	1	tcp	84.3.251.103	84.3.251.102
ping		444709	internet-utility	2	icmp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446860	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447404	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447999	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447008	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	445546	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448384	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447521	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447739	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	445979	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446812	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	445902	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447206	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	445686	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446404	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	445751	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447238	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448218	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446417	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447370	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	444979	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447191	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	445708	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448173	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447139	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	445540	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448222	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447178	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448410	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	445784	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447063	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448242	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446562	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448470	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446659	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448545	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448570	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446521	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448559	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448540	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448691	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447533	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446540	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446880	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448500	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447124	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447702	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448276	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	449516	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
