app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
incomplete		448482	unknown	1	tcp	84.3.251.103	84.3.251.102
incomplete		446596	unknown	1	tcp	84.3.251.103	84.3.251.102
incomplete		448463	unknown	1	tcp	84.3.251.103	84.3.251.102
incomplete		448494	unknown	1	tcp	84.3.251.103	84.3.251.102
incomplete		448087	unknown	1	tcp	84.3.251.103	84.3.251.102
ping		447465	internet-utility	2	icmp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447119	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447077	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	449598	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	445515	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448501	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448543	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448530	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448088	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	449628	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448508	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447644	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447125	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447721	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447596	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447647	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446815	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448484	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447807	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446465	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447834	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447174	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448445	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
